ProjectOrder,Batch,Slot,QuestionID,Stage,StageName,LogicalTopic,Domain,Module,Subtopic,Difficulty,Question
525,105,5,Q0450,8,"Functional Java, Optional & Streams","Functional Programming, Lambdas & Functional Interfaces",Modern Java,"Functional Programming, Lambdas & Functional Interfaces",Lambda Expression,D2 Core,Can you explain lambda expression and how they improve code readability compared to anonymous classes?
526,106,1,Q0451,8,"Functional Java, Optional & Streams","Functional Programming, Lambdas & Functional Interfaces",Modern Java,"Functional Programming, Lambdas & Functional Interfaces",Lambda Expression,D2 Core,Can you explain how this keyword behaves differently inside a lambda versus an anonymous inner class?
527,106,2,Q0452,8,"Functional Java, Optional & Streams","Functional Programming, Lambdas & Functional Interfaces",Modern Java,"Functional Programming, Lambdas & Functional Interfaces",Lambda Expression,D2 Core,How could we write Lambda expressions in our code? How could we utilize Lambda expressions?
528,106,3,Q0453,8,"Functional Java, Optional & Streams","Functional Programming, Lambdas & Functional Interfaces",Modern Java,"Functional Programming, Lambdas & Functional Interfaces",Lambda Expression / Functional Interface,D2 Core,How is Lambda expression related to Functional Interfaces?
529,106,4,Q0454,8,"Functional Java, Optional & Streams","Functional Programming, Lambdas & Functional Interfaces",Modern Java,"Functional Programming, Lambdas & Functional Interfaces",Lambda Expressions,D2 Core,"Can a Lambda access or modify a Non-Final Local Variable, and what happens if it tries?"
530,106,5,Q0455,8,"Functional Java, Optional & Streams","Functional Programming, Lambdas & Functional Interfaces",Modern Java,"Functional Programming, Lambdas & Functional Interfaces",Lambda Expressions / Exception Handling,D2 Core,Can a Lambda Expression throw a Checked Exception?
531,107,1,Q0456,8,"Functional Java, Optional & Streams","Functional Programming, Lambdas & Functional Interfaces",Modern Java,"Functional Programming, Lambdas & Functional Interfaces",Functional Interface,D4 Experience,What challenges did you face while implementing Functional Interfaces in legacy code?
532,107,2,Q0480,8,"Functional Java, Optional & Streams",Optional,Modern Java,Optional,Optional,D2 Core,What problem does the Optional class solve in Java 8?
533,107,3,Q0481,8,"Functional Java, Optional & Streams",Optional,Modern Java,Optional,Optional,D2 Core,Why is returning Optional from a getter method not recommended?
534,107,4,Q0482,8,"Functional Java, Optional & Streams",Optional,Modern Java,Optional,Optional,D2 Core,Do you know Optional in Java?
535,107,5,Q0483,8,"Functional Java, Optional & Streams",Optional,Modern Java,Optional,Optional,D2 Core,Why was the Optional class introduced in Java?
536,108,1,Q0484,8,"Functional Java, Optional & Streams",Optional,Modern Java,Optional,Optional,D2 Core,"Besides Null Handling, what other advantages does the Optional class provide?"
537,108,2,Q0485,8,"Functional Java, Optional & Streams",Optional,Modern Java,Optional,Optional,D2 Core,"How is Optional intended to be used, and how is it commonly misused?"
538,108,3,Q0486,8,"Functional Java, Optional & Streams",Optional,Modern Java,Optional,Optional,D2 Core,What is the difference between orElse() and orElseGet()?
539,108,4,Q0487,8,"Functional Java, Optional & Streams",Optional,Modern Java,Optional,Optional,D2 Core,Why can calling Optional.get() be dangerous?
540,108,5,Q0488,8,"Functional Java, Optional & Streams",Optional,Modern Java,Optional,Optional,D2 Core,Why is Optional.get() dangerous?
541,109,1,Q0489,8,"Functional Java, Optional & Streams",Optional,Modern Java,Optional,Optional,D2 Core,What is the difference between Optional.of() and Optional.ofNullable()?
542,109,2,Q0490,8,"Functional Java, Optional & Streams",Optional,Modern Java,Optional,Optional,D4 Experience,Have you used Optional personally?
543,109,3,Q0491,8,"Functional Java, Optional & Streams",Optional,Modern Java,Optional,Optional,D4 Experience,Do you use Optional practically in your project?
544,109,4,Q0492,8,"Functional Java, Optional & Streams",Optional,Modern Java,Optional,Optional,D4 Experience,Did you guys leverage the Optional class?
545,109,5,Q0493,8,"Functional Java, Optional & Streams",Optional,Modern Java,Optional,Optional,D4 Experience,Can you tell me a particular scenario where you used Optional?
546,110,1,Q0457,8,"Functional Java, Optional & Streams",Streams,Modern Java,Streams,Parallel Streams,D1 Foundation,What are the drawbacks of using Parallel Streams?
547,110,2,Q0458,8,"Functional Java, Optional & Streams",Streams,Modern Java,Streams,Stream API,D1 Foundation,What are Java Streams?
548,110,3,Q0459,8,"Functional Java, Optional & Streams",Streams,Modern Java,Streams,Stream API,D1 Foundation,What is the purpose of the peek() operation in Stream API?
549,110,4,Q0460,8,"Functional Java, Optional & Streams",Streams,Modern Java,Streams,Stream API,D1 Foundation,What are the Best Practices for writing and optimizing Stream API code?
550,110,5,Q0461,8,"Functional Java, Optional & Streams",Streams,Modern Java,Streams,Parallel Streams / Reduce,D2 Core,How can reduce() cause problems or Performance Issues when used with Parallel Streams?
551,111,1,Q0462,8,"Functional Java, Optional & Streams",Streams,Modern Java,Streams,Stream API,D2 Core,What is the difference between filter and map functions of Stream API?
552,111,2,Q0463,8,"Functional Java, Optional & Streams",Streams,Modern Java,Streams,Stream API,D2 Core,Do you know about intermediate and terminal operations in Streams?
553,111,3,Q0464,8,"Functional Java, Optional & Streams",Streams,Modern Java,Streams,Stream API,D2 Core,What's the difference between map() and flatMap()?
554,111,4,Q0465,8,"Functional Java, Optional & Streams",Streams,Modern Java,Streams,Stream API,D2 Core,In which scenarios would you prefer flatMap()?
555,111,5,Q0466,8,"Functional Java, Optional & Streams",Streams,Modern Java,Streams,Stream API,D2 Core,How would you use Streams to filter and map a collection of objects?
556,112,1,Q0467,8,"Functional Java, Optional & Streams",Streams,Modern Java,Streams,Stream API,D2 Core,Can you explain how Java 8 Stream API enhances collection processing?
557,112,2,Q0468,8,"Functional Java, Optional & Streams",Streams,Modern Java,Streams,Stream API,D2 Core,What is the difference between Intermediate and Terminal Operations in Stream API?
558,112,3,Q0469,8,"Functional Java, Optional & Streams",Streams,Modern Java,Streams,Stream API,D2 Core,What's the use of the reduce() method in Streams?
559,112,4,Q0470,8,"Functional Java, Optional & Streams",Streams,Modern Java,Streams,Stream API,D2 Core,What's the difference between writing code with traditional loops and with Stream API?
560,112,5,Q0471,8,"Functional Java, Optional & Streams",Streams,Modern Java,Streams,Stream API,D2 Core,In which scenarios would you avoid Streams and prefer a plain for loop?
561,113,1,Q0472,8,"Functional Java, Optional & Streams",Streams,Modern Java,Streams,Stream API,D2 Core,How does Stream Immutability improve reliability and maintainability in Functional Programming?
562,113,2,Q0473,8,"Functional Java, Optional & Streams",Streams,Modern Java,Streams,Stream API / Collectors,D2 Core,What is the difference between Collectors.groupingBy() and Collectors.partitioningBy()?
563,113,3,Q0474,8,"Functional Java, Optional & Streams",Streams,Modern Java,Streams,Stream API / Parallel Stream,D2 Core,"How does Parallel Stream enhance performance, and when should it be used?"
564,113,4,Q0475,8,"Functional Java, Optional & Streams",Streams,Modern Java,Streams,Stream API / Parallel Stream,D2 Core,You need to process a large collection of objects in the shortest possible time. How would you decide whether to use Parallel Stream or Sequential Stream?
565,113,5,Q0476,8,"Functional Java, Optional & Streams",Streams,Modern Java,Streams,Stream API / Parallel Streams,D2 Core,"Under what conditions might a Parallel Stream not provide a performance benefit, and how could that affect the application?"
566,114,1,Q0477,8,"Functional Java, Optional & Streams",Streams,Modern Java,Streams,Stream API / Parallel Streams,D2 Core,How can reduce() cause problems when used with Parallel Streams?
567,114,2,Q0479,8,"Functional Java, Optional & Streams",Streams,Modern Java,Streams,Stream API,D4 Experience,Have you worked on Stream APIs?
568,114,3,Q2099,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D2 Core,What is the difference between byte streams and character streams in Java?
569,114,4,Q2100,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D2 Core,What is the difference between InputStream and Reader?
570,114,5,Q2101,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D2 Core,What is the difference between OutputStream and Writer?
571,115,1,Q2102,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D2 Core,What is the purpose of BufferedInputStream and BufferedOutputStream?
572,115,2,Q2103,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D2 Core,What is the purpose of BufferedReader and BufferedWriter?
573,115,3,Q2104,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D2 Core,What is the difference between BufferedReader and Scanner for reading text?
574,115,4,Q2105,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D2 Core,What are FileInputStream and FileOutputStream used for?
575,115,5,Q2106,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D2 Core,What are FileReader and FileWriter used for?
576,116,1,Q2107,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D2 Core,"What is try-with-resources, and which objects can be used with it?"
577,116,2,Q2108,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D2 Core,"What is AutoCloseable, and how does it support resource management?"
578,116,3,Q2109,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D2 Core,In what order are multiple resources closed by try-with-resources?
579,116,4,Q2110,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D2 Core,What happens to exceptions thrown while closing resources in try-with-resources?
580,116,5,Q2111,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D2 Core,What are suppressed exceptions in Java?
581,117,1,Q2112,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D2 Core,What is the difference between java.io.File and java.nio.file.Path?
582,117,2,Q2113,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D2 Core,What is the purpose of the Files utility class in NIO.2?
583,117,3,Q2114,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D2 Core,How do Files.readString and Files.writeString simplify text file operations?
584,117,4,Q2115,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D2 Core,What is the difference between Files.readAllLines and streaming lines with Files.lines?
585,117,5,Q2116,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D2 Core,"How do you copy, move, and delete files using java.nio.file.Files?"
586,118,1,Q2117,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D2 Core,What is StandardOpenOption used for?
587,118,2,Q2118,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D2 Core,"What is a Charset, and why does character encoding matter in file I/O?"
588,118,3,Q2119,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D3 Applied,What is the difference between UTF-8 and the platform default charset in Java applications?
589,118,4,Q2120,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D3 Applied,"What is a ByteBuffer, and what are position, limit, and capacity?"
590,118,5,Q2121,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D3 Applied,"What is the difference between flip(), clear(), rewind(), and compact() on a Buffer?"
591,119,1,Q2122,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D3 Applied,What is a Channel in Java NIO?
592,119,2,Q2123,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D3 Applied,What is the difference between blocking I/O and non-blocking I/O at the Java NIO level?
593,119,3,Q2124,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D3 Applied,What are FileChannel and SocketChannel used for?
594,119,4,Q2125,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D3 Applied,What is a Selector in Java NIO?
595,119,5,Q2126,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D3 Applied,"What is WatchService, and when would you use it?"
596,120,1,Q2127,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D3 Applied,What is memory-mapped file I/O with FileChannel.map()?
597,120,2,Q2128,9,"I/O, NIO, Serialization & Networking","Core Java I/O, Files, NIO & Import/Export",Core Java,"Core Java I/O, Files, NIO & Import/Export",Java I/O / NIO.2,D3 Applied,What is the difference between serialization with ObjectOutputStream and ordinary file I/O?
598,120,3,Q0510,9,"I/O, NIO, Serialization & Networking","I/O, Files, NIO & Import/Export",Core Java,"I/O, Files, NIO & Import/Export",Import / Export,D4 Experience,How are you importing and exporting data? Can you tell me the technical part of that?
599,120,4,Q0511,9,"I/O, NIO, Serialization & Networking",Serialization,Core Java,Serialization,Serialization,D1 Foundation,Have you heard about Java serialization?
600,120,5,Q0512,9,"I/O, NIO, Serialization & Networking",Serialization,Core Java,Serialization,Serialization / Security,D1 Foundation,Have you heard about Java serialization attacks?
601,121,1,Q0513,9,"I/O, NIO, Serialization & Networking",Serialization,Core Java,Serialization,Serialization / Transient,D1 Foundation,What is this transient?
602,121,2,Q0514,9,"I/O, NIO, Serialization & Networking",Serialization,Core Java,Serialization,Serialization / Transient,D1 Foundation,Have you heard about the transient keyword?
603,121,3,Q0515,9,"I/O, NIO, Serialization & Networking",Serialization,Core Java,Serialization,Serialization,D2 Core,Do you know about serialized data?
604,121,4,Q0516,9,"I/O, NIO, Serialization & Networking",Serialization,Core Java,Serialization,Serialization,D2 Core,Why shouldn't we serialize data into a text file?
605,121,5,Q0517,9,"I/O, NIO, Serialization & Networking",Serialization,Core Java,Serialization,Serialization,D2 Core,"What happens if your Serializable class contains a member that is not Serializable, and how will you fix it?"
606,122,1,Q0518,9,"I/O, NIO, Serialization & Networking",Serialization,Core Java,Serialization,Serialization,D2 Core,Do you know about Marshalling and Unmarshalling?
607,122,2,Q0519,9,"I/O, NIO, Serialization & Networking",Serialization,Core Java,Serialization,Serialization,D2 Core,"What is serialVersionUID, and why is it used in Java Serialization?"
608,122,3,Q0520,9,"I/O, NIO, Serialization & Networking",Serialization,Core Java,Serialization,Serialization / Deserialization,D2 Core,"Are Serialization and Deserialization simple to implement, or can we face challenges with them?"
609,122,4,Q0521,9,"I/O, NIO, Serialization & Networking",Serialization,Core Java,Serialization,Serialization / Security,D2 Core,How can you secure a Java application against Serialization attacks?
610,122,5,Q0522,9,"I/O, NIO, Serialization & Networking",Serialization,Core Java,Serialization,Serialization / Transient,D2 Core,How can you prevent certain fields in a class from being serialized?
611,123,1,Q0523,9,"I/O, NIO, Serialization & Networking",Serialization,Core Java,Serialization,Serialization,D3 Applied,"What happens if a class does not implement Serializable, but its object is serialized?"
612,123,2,Q0524,9,"I/O, NIO, Serialization & Networking",Serialization,Core Java,Serialization,Deserialization,D4 Experience,What challenge did you face while deserializing data?
613,123,3,Q0525,9,"I/O, NIO, Serialization & Networking",Serialization,Core Java,Serialization,Serialization,D4 Experience,Have you worked with Serialization?
614,123,4,Q0526,9,"I/O, NIO, Serialization & Networking",Serialization,Core Java,Serialization,Serialization,D4 Experience,"Since your project imports, exports and fetches data, didn't you serialize data while fetching or saving it?"
615,123,5,Q0527,9,"I/O, NIO, Serialization & Networking",Serialization,Core Java,Serialization,Serialization / Deserialization,D4 Experience,Did you face any error or challenge while Serialization and Deserialization?
616,124,1,Q2209,9,"I/O, NIO, Serialization & Networking",Networking & HTTP,Core Java,Networking & HTTP,Java Networking,D2 Core,What is the difference between Socket and ServerSocket in Java?
617,124,2,Q2210,9,"I/O, NIO, Serialization & Networking",Networking & HTTP,Core Java,Networking & HTTP,Java Networking,D2 Core,What are the basic steps for creating a TCP client with java.net.Socket?
618,124,3,Q2211,9,"I/O, NIO, Serialization & Networking",Networking & HTTP,Core Java,Networking & HTTP,Java Networking,D2 Core,What are the basic steps for creating a TCP server with ServerSocket?
619,124,4,Q2212,9,"I/O, NIO, Serialization & Networking",Networking & HTTP,Core Java,Networking & HTTP,Java Networking,D2 Core,"What is DatagramSocket, and how is UDP communication different from TCP?"
620,124,5,Q2213,9,"I/O, NIO, Serialization & Networking",Networking & HTTP,Core Java,Networking & HTTP,Java Networking,D2 Core,What is InetAddress used for?
621,125,1,Q2214,9,"I/O, NIO, Serialization & Networking",Networking & HTTP,Core Java,Networking & HTTP,Java Networking,D2 Core,What is the difference between URI and URL in Java?
622,125,2,Q2215,9,"I/O, NIO, Serialization & Networking",Networking & HTTP,Core Java,Networking & HTTP,Java Networking,D2 Core,What does URLConnection provide?
623,125,3,Q2216,9,"I/O, NIO, Serialization & Networking",Networking & HTTP,Core Java,Networking & HTTP,Java Networking,D2 Core,"What is HttpURLConnection, and why is it considered a lower-level legacy HTTP API?"
624,125,4,Q2217,9,"I/O, NIO, Serialization & Networking",Networking & HTTP,Core Java,Networking & HTTP,Java Networking,D3 Applied,What is java.net.http.HttpClient?
625,125,5,Q2218,9,"I/O, NIO, Serialization & Networking",Networking & HTTP,Core Java,Networking & HTTP,Java Networking,D3 Applied,What is the difference between synchronous and asynchronous requests with HttpClient?
626,126,1,Q2219,9,"I/O, NIO, Serialization & Networking",Networking & HTTP,Core Java,Networking & HTTP,Java Networking,D3 Applied,What are HttpRequest and HttpResponse in the Java HTTP Client API?
627,126,2,Q2220,9,"I/O, NIO, Serialization & Networking",Networking & HTTP,Core Java,Networking & HTTP,Java Networking,D3 Applied,How do you configure connection and request timeouts with Java HTTP clients?
628,126,3,Q2221,9,"I/O, NIO, Serialization & Networking",Networking & HTTP,Core Java,Networking & HTTP,Java Networking,D3 Applied,How does Java handle redirects with HttpClient?
629,126,4,Q2222,9,"I/O, NIO, Serialization & Networking",Networking & HTTP,Core Java,Networking & HTTP,Java Networking,D3 Applied,How would you send JSON in an HTTP POST request using the standard Java HTTP Client?
630,126,5,Q2223,9,"I/O, NIO, Serialization & Networking",Networking & HTTP,Core Java,Networking & HTTP,Java Networking,D3 Applied,What resources must be managed carefully in socket programming to avoid leaks or stalled connections?
631,127,1,Q0601,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D1 Foundation,"What is a Thread in Java, and how can we create one?"
632,127,2,Q0602,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D1 Foundation,"What are volatile, synchronized and Atomic variables in Java?"
633,127,3,Q0603,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D1 Foundation,What are the potential issues when directly extending the Thread class instead of implementing Runnable for a high-load application?
634,127,4,Q0604,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D1 Foundation,What are the different states of a Thread in Java?
635,127,5,Q0605,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D1 Foundation,What is the purpose of the start() method in the Thread class?
636,128,1,Q0606,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading / Resource Leak,D1 Foundation,What is a Thread Leakage?
637,128,2,Q0607,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading / Thread Dump,D1 Foundation,Have you heard about Thread Dumps?
638,128,3,Q0608,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Exception Handling / Multithreading,D2 Core,What happens if an exception is thrown by the main thread?
639,128,4,Q0609,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Immutability / Multithreading,D2 Core,Why are immutable objects useful for concurrent programming?
640,128,5,Q0610,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D2 Core,Can you brief on what multithreaded applications do and why we use a multithreaded environment?
641,129,1,Q0611,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D2 Core,Do you know about Java's thread management?
642,129,2,Q0612,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D2 Core,Are you aware of multithreading in Java?
643,129,3,Q0613,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D2 Core,Do you know the difference between a process and a thread?
644,129,4,Q0614,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D2 Core,"Can you explain Java's thread lifecycle and the difference between blocked, waiting and timed-waiting states?"
645,129,5,Q0615,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D2 Core,Do you know about threads? Can you explain them?
646,130,1,Q0616,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D2 Core,What's the difference between Runnable and Callable?
647,130,2,Q0617,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D2 Core,What happens if start() is called more than once on the same Thread?
648,130,3,Q0618,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D2 Core,How would you handle a scenario where two threads need to update the same data structure?
649,130,4,Q0619,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D2 Core,Where should we use Multithreading? Give me a few scenarios where Multithreading is a good choice.
650,130,5,Q0620,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D2 Core,Give me a few scenarios where Multithreading is not a good choice.
651,131,1,Q0621,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D2 Core,Can you explain the lifecycle of a Thread?
652,131,2,Q0622,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D2 Core,Can we start a Thread twice?
653,131,3,Q0623,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D2 Core,How can we create a Thread in Java without using ExecutorService?
654,131,4,Q0624,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D2 Core,What might go wrong if run() is called directly instead of start() on a Thread object?
655,131,5,Q0625,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D2 Core,What is the difference between sleep() and wait()?
656,132,1,Q0626,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading,D2 Core,Is Java Multithreading Synchronous or Asynchronous by default?
657,132,2,Q0627,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading / Contention,D2 Core,Your Threads are experiencing high contention. How would you optimize Synchronization?
658,132,3,Q0628,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading / Debugging,D2 Core,How would you debug a Thread that remains indefinitely in the waiting state?
659,132,4,Q0629,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading / Exception Handling,D2 Core,What happens if a Thread throws an Exception and it is not caught?
660,132,5,Q0630,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading / Exchanger,D2 Core,Can you tell me the purpose of Exchanger class in Java?
661,133,1,Q0631,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading / Exchanger,D2 Core,In which scenario is Exchanger useful?
662,133,2,Q0632,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading / Inter-Thread Communication,D2 Core,What is the difference between notify() and notifyAll()?
663,133,3,Q0633,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading / Process,D2 Core,How do Threads and Processes differ in the way they share Memory?
664,133,4,Q0634,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading / Sleep,D2 Core,What's the use of the sleep() method in threads?
665,133,5,Q0635,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading / System.out,D2 Core,What happens if Two Threads call System.out.print() at the same time?
666,134,1,Q0636,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading / Thread Lifecycle,D2 Core,Can a Thread go directly from the WAITING state to the RUNNING state?
667,134,2,Q0637,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading / Thread Lifecycle,D2 Core,What's the difference between BLOCKED and WAITING Thread states?
668,134,3,Q0638,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading / ThreadLocal,D2 Core,Can you describe a situation where using ThreadLocal can introduce Memory Leaks?
669,134,4,Q0639,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Multithreading / Wait-Notify,D2 Core,Can you describe a scenario where you would use wait() and notify() for Thread communication?
670,134,5,Q0640,10,Concurrency & Asynchronous Java,Thread Basics & Lifecycle,Concurrency,Thread Basics & Lifecycle,Caching / Multithreading,D3 Applied,How would you implement a Thread-Safe LRU Cache?
